study_accession	parent_study_accession	tax_id
PRJNA869502		
PRJNA870473		1202446
PRJNA870684		408170
PRJNA870948		
PRJNA872508		
PRJNA872871		408170
PRJNA872901		749906
PRJNA875084		749906
PRJNA875609		408170
PRJNA876782		
PRJNA877810		
PRJNA879099		410661
PRJNA879858		410661
PRJNA880349		749906
PRJNA884525		408170
PRJNA885312		
PRJNA886860		749906
PRJNA887229		1602388
PRJNA888835		410661
PRJNA891618		749906
PRJNA893230		749906
PRJNA893635		
PRJNA893822		
PRJNA894204		
PRJNA895557		
PRJNA895693		
PRJNA898100		
PRJNA898496		
PRJNA899580		1861841
PRJNA901480		
PRJNA906334		
PRJNA913560		410661
PRJNA914043		
PRJNA914797		
PRJNA915934		
PRJNA926009		
PRJNA930915		
PRJNA931368		410661
PRJNA932045	PRJNA935320	410661
PRJNA937593		
PRJNA944604		
PRJNA945364		
PRJNA947078		1775950
PRJNA947350		410661
PRJNA948469		1775950
PRJNA971578		
PRJNA97945	PRJNA10718	9823
PRJNA981428		
PRJNA981454		
PRJNA990312		410661
PRJNA995547		
PRJNA996099		
PRJNA997802		
PRJNA999170		
PRJEB10279		
PRJEB10309		
PRJEB12201		
PRJEB20194		
PRJEB20515		
PRJEB20937		
PRJEB21327		
PRJEB21574		
PRJEB21599		
PRJEB22037		
PRJEB22528		
PRJEB22895		
PRJEB23915		
PRJEB24653		
PRJEB24656		
PRJEB26424		
PRJEB31199		
PRJEB33008		
PRJEB33387		
PRJEB34635		
PRJEB34709		
PRJEB36049		
PRJEB36786		
PRJEB36812		
PRJEB36846		
PRJEB36970		
PRJEB37062		
PRJEB37553		
PRJEB37658		
PRJEB37861		
PRJEB38986		
PRJEB47523		
PRJEB48101		
PRJEB48134		
PRJEB48136		
PRJEB49262		
PRJEB49428		
PRJEB49809		
PRJEB8024		
PRJEB8065		256318
PRJEB8382		
PRJNA1003860		
PRJNA1004431		
PRJNA133027	PRJNA9559	10090
PRJNA255136		749906
PRJNA307518		433724
PRJNA308620		1202446
PRJNA381539		1588881
PRJNA381749		1202446
PRJNA381930		408170
PRJNA381931		408170
PRJNA382003		749906
PRJNA382014		410661
PRJNA382644		408170
PRJNA383637		1510822
PRJNA383928		749906
PRJNA387310	PRJNA9559	10090
PRJNA387382		1202446
PRJNA387499		749906
PRJNA395512		749906
PRJNA397396		408170
PRJNA399794		408170
PRJNA412282		
PRJNA413476		1602388
PRJNA420617		1202446
PRJNA422029		
PRJNA422776		408170
PRJNA437049		433724
PRJNA449274		1436733
PRJNA541045		410661
PRJNA541165		410661
PRJNA543287		749906
PRJNA544928		
PRJNA552412		1602388
PRJNA552603		
PRJNA554235		408170
PRJNA557297		410661
PRJNA557768		408170
PRJNA558791		408170
PRJNA558888	PRJNA9559	10090
PRJNA606484		1904483
PRJNA609364		
PRJNA609895		
PRJNA660319		410661
PRJNA660793		
PRJNA662038		1861841
PRJNA673078		
PRJNA674353		
PRJNA674909		410661
PRJNA677897		
PRJNA684027		1436733
PRJNA684557		
PRJNA686187		410661
PRJNA686265		256318
PRJNA698964		749906
PRJNA699386		410661
PRJNA700719		410661
PRJNA701436		410661
PRJNA715381		410661
PRJNA716451		408170
PRJNA725101		410661
PRJNA726149		410661
PRJNA726745		1602388
PRJNA728247		
PRJNA739812		410661
PRJNA780170		
PRJNA780309		408170
PRJNA790705		
PRJNA794912		410661
PRJNA832491		410661
PRJNA832494		
PRJNA841251		
PRJNA847726		
PRJNA856077		
PRJNA857808		749906
PRJNA859649		506599
PRJNA909055		
PRJNA909073		
PRJNA963229		
PRJNA975280		410661
PRJNA976758		
PRJNA979978		
PRJNA989619	PRJNA9559	10090
PRJEB12298		
PRJEB12320		
PRJEB20007		
PRJEB20124		
PRJEB20379		
PRJEB20401		
PRJEB21797		
PRJEB22286		
PRJEB22352		
PRJEB22392		
PRJEB22395		
PRJEB22579		
PRJEB22726		
PRJEB22784		
PRJEB22874		
PRJEB23449		
PRJEB24052		
PRJEB24360		
PRJEB26844		
PRJEB31232		
PRJEB31280		
PRJEB31354		
PRJEB31381		
PRJEB33578		
PRJEB33658		
PRJEB34196		
PRJEB34322		
PRJEB34405		
PRJEB34409		
PRJEB34457		
PRJEB35163		
PRJEB35550		
PRJEB35631		
PRJEB35991		
PRJEB36368		
PRJEB36730		
PRJEB36943		
PRJEB37498		
PRJEB38909		
PRJEB45799		
PRJEB45879		
PRJEB45898		
PRJEB47036		
PRJEB47196		
PRJEB47230		
PRJEB47358		
PRJEB47834		
PRJEB48202		
PRJEB48269	PRJEB40770	
PRJEB48536		
PRJEB48537		
PRJEB48548		
PRJEB48593		
PRJEB48909		
PRJEB49043		
PRJEB49044		
PRJEB49814		
PRJEB49817		
PRJEB49860		
PRJEB5801		
PRJEB5860		256318
PRJEB6913		
PRJEB7331		
PRJEB7833		
PRJEB7859		
PRJEB7913		
PRJEB8232		
PRJEB8974		
PRJNA1001327		
PRJNA1002818		
PRJNA1006785		1861841
PRJNA253252		408170
PRJNA264206		410661
PRJNA266278		749906
PRJNA269993		506599
PRJNA277122		749906
PRJNA277614		410661
PRJNA277958		1202446
PRJNA278643		749906
PRJNA278690		9606
PRJNA278691	PRJNA278690;PRJNA9558	9606
PRJNA278878		1338477
PRJNA279425		408170
PRJNA304337		1436733
PRJNA305971		749906
PRJNA306016		408170
PRJNA306507		410661
PRJNA306508		410661
PRJNA308580		408170
PRJNA308867		408170
PRJNA316562		749906
PRJNA371605		410661
PRJNA380944		
PRJNA382301		1588881
PRJNA382747		506600
PRJNA382872		749906
PRJNA383300		408170
PRJNA383635		1510822
PRJNA383929		749906
PRJNA383969		410661
PRJNA384148		1202446
PRJNA385240		749906
PRJNA386403		1436733
PRJNA386422		
PRJNA387503		749906
PRJNA395248		408170
PRJNA396194		
PRJNA396642	PRJNA10718	9825
PRJNA396812		410661
PRJNA40799	PRJNA208479	506600
PRJNA420119		1588881
PRJNA420355		1602388
PRJNA420602		1436733
PRJNA421279		749906
PRJNA427667		1436733
PRJNA434528		
PRJNA436075		410661
PRJNA437949		506600
PRJNA449087		1436733
PRJNA491710		749906
PRJNA541161		410661
PRJNA541574		
PRJNA542040		506600
PRJNA543556		1510822
PRJNA543718		
PRJNA553633		749906
PRJNA554731		410661
PRJNA558040		1775950
PRJNA566327		506599
PRJNA566436		
PRJNA605334		410661
PRJNA605518		749906
PRJNA606895		
PRJNA606975		
PRJNA606977		749906
PRJNA606988		
PRJNA608608		
PRJNA608658		1602388
PRJNA609247		
PRJNA609284		
PRJNA663200		
PRJNA670240		
PRJNA670323		408170
PRJNA670435		410661
PRJNA672682		
PRJNA673765		410661
PRJNA684451		
PRJNA686209		408170
PRJNA686840		410661
PRJNA687551		
PRJNA698295		749906
PRJNA699557		
PRJNA701982		
PRJNA702133		
PRJNA713991		
PRJNA716059		
PRJNA728680		2705415
PRJNA737206		
PRJNA737307		749906
PRJNA737397		
PRJNA791187		
PRJNA791504		410661
PRJNA791751		
PRJNA792475		749906
PRJNA792494		
PRJNA792723		408170
PRJNA793368		408170
PRJNA830660		
PRJNA830974	PRJNA9559	10090
PRJNA832737		
PRJNA833118		
PRJNA833654		
PRJNA841770		
PRJNA841785		408170
PRJNA842935		1202446
PRJNA844056		
PRJNA844117	PRJNA16405	1496
PRJNA844568		
PRJNA847017		749906
PRJNA847182		2705415
PRJNA856084		408170
PRJNA856825		749906
PRJNA859200		410661
PRJNA859287		
PRJNA859868		410661
PRJNA908845		408170
PRJNA909081		
PRJNA909273		
PRJNA950198		408170
PRJNA951799		408170
PRJNA962007		
PRJNA973799		
PRJNA973824		
PRJNA975099		
PRJNA976726		408170
PRJNA978360		
PRJNA978367		410661
PRJNA987753		410661
PRJNA987823		410661
PRJNA988432	PRJNA10621	10116
PRJEB10856		
PRJEB10902		
PRJEB21975		
PRJEB22340		
PRJEB22495		
PRJEB22505		
PRJEB22542		
PRJEB24009		
PRJEB24640		
PRJEB26873		
PRJEB31117		
PRJEB34638		
PRJEB35288		
PRJEB35781		
PRJEB36225		
PRJEB38504		
PRJEB38738		
PRJEB38804		
PRJEB47865		
PRJEB48151		
PRJEB48160		
PRJEB48765		
PRJEB9205		
PRJEB9386		
PRJEB9403		
PRJNA1003305		
PRJNA1006187		410661
PRJNA240561		749906
PRJNA254186		749906
PRJNA268062		433724
PRJNA269505		410661
PRJNA303188		1436733
PRJNA304689		408170
PRJNA304773		
PRJNA304948		408170
PRJNA318088		408170
PRJNA318555		1202446
PRJNA382871		749906
PRJNA385923		506600
PRJNA386614		749906
PRJNA398623		1904483
PRJNA399638		408170
PRJNA413999		
PRJNA421881		408170
PRJNA422170		1775950
PRJNA423011		
PRJNA427532		1904483
PRJNA427962		749906
PRJNA437539		408170
PRJNA490292	PRJNA98095	10117
PRJNA530139		1602388
PRJNA541119		410661
PRJNA541196		
PRJNA543478		1202446
PRJNA545202		
PRJNA557070		410661
PRJNA559820		
PRJNA606061		
PRJNA606399	PRJNA9558	9606
PRJNA607348		1588881
PRJNA675909		410661
PRJNA699297	PRJNA699540	
PRJNA699431		
PRJNA724700		
PRJNA725388		
PRJNA727279		
PRJNA728480		
PRJNA791793		410661
PRJNA843079		
PRJNA843173		
PRJNA847006		749906
PRJNA848065		
PRJNA857725		1510822
PRJNA977576		
PRJEB20751		
PRJEB22303		
PRJEB22549		
PRJEB23480		
PRJEB23904		
PRJEB24421		
PRJEB33735		
PRJEB35687		
PRJEB35992		
PRJEB36876		
PRJEB36877		
PRJEB36879		
PRJEB38220		
PRJEB38491		
PRJEB38503		
PRJEB38774		
PRJEB38897		
PRJEB38984		
PRJEB49653		
PRJEB49680		
PRJEB49686		
PRJEB9365		
PRJNA1006674		
PRJNA241439		506599
PRJNA255952		749906
PRJNA308182		408170
PRJNA318375		1202446
PRJNA385212		749906
PRJNA386658	PRJNA340907	52224
PRJNA387290		1789662
PRJNA398790		
PRJNA399767		410661
PRJNA412213		1510822
PRJNA436982		408170
PRJNA438491		749906
PRJNA490408		410661
PRJNA490561		
PRJNA541132		410661
PRJNA541336		506600
PRJNA543739		408170
PRJNA544171		749906
PRJNA558176		
PRJNA606075		1861841
PRJNA606913		408170
PRJNA660154		410661
PRJNA661154		
PRJNA661156		1861841
PRJNA663235		1602388
PRJNA675908		410661
PRJNA675931		410661
PRJNA699380		
PRJNA701873		
PRJNA715372		410661
PRJNA715668		408170
PRJNA723468		749906
PRJNA727909		408170
PRJNA729232		
PRJNA739889		
PRJNA793467		
PRJNA842828		
PRJNA843186		
PRJNA845014		408170
PRJNA847360		
PRJNA848290		
PRJNA858036		408170
PRJNA909793		
PRJNA977631		
PRJNA979005		1436733
PRJEB11203		
PRJEB15179		
PRJEB15330		
PRJEB27076		
PRJEB27601		
PRJEB27867		
PRJEB28182		
PRJEB39149		
PRJEB39619		
PRJEB39809		
PRJEB39955		
PRJNA1005000		
PRJNA244706		749906
PRJNA247489		408170
PRJNA257638		410661
PRJNA259753		749906
PRJNA35009		208479
PRJNA35017		46503
PRJNA35019		820
PRJNA376544		749906
PRJNA379227		1588881
PRJNA389337		
PRJNA400119		1510822
PRJNA400283		410661
PRJNA400341		
PRJNA403836		2
PRJNA415261		1602388
PRJNA416336		410661
PRJNA416946		
PRJNA417961		
PRJNA429444		
PRJNA429496		1436733
PRJNA429762		408170
PRJNA480348		1510822
PRJNA481317		749906
PRJNA483270		1510822
PRJNA483388		1510822
PRJNA492291		749906
PRJNA493198		1510822
PRJNA522817		1510822
PRJNA522840		410661
PRJNA532626		
PRJNA533661		1602388
PRJNA533666		1602388
PRJNA534433		
PRJNA546529		
PRJNA547498		
PRJNA548068		749906
PRJNA548222		1436733
PRJNA548445		1436733
PRJNA548852		
PRJNA640129		
PRJNA640138		
PRJNA650392		
PRJNA663974		
PRJNA667550		
PRJNA667844		
PRJNA679142		2790308
PRJNA679648		
PRJNA703942		410661
PRJNA705956		1436733
PRJNA706571	PRJNA706568;PRJNA9559	10090
PRJNA706845		1510822
PRJNA772057		408170
PRJNA772269		
PRJNA783859		
PRJNA784703		
PRJNA786061		408170
PRJNA795283		
PRJNA796201		1510822
PRJNA796481		410661
PRJNA796647		
PRJNA796813		410661
PRJNA810955		
PRJNA811690		408170
PRJNA820039		
PRJNA821191		
PRJNA821213		
PRJNA821918		
PRJNA821997		1510822
PRJNA823740		
PRJNA823864		
PRJNA834801		
PRJNA838578		
PRJNA849645		
PRJNA941051		506600
PRJNA943599		
PRJNA953028		408170
PRJNA953169		
PRJNA953189		
PRJNA967488		
PRJEB11539		
PRJEB14699		
PRJEB15421		
PRJEB25328		
PRJEB27333		
PRJEB27704		
PRJEB28050		
PRJEB28381		
PRJNA231159		1441287
PRJNA243582		410661
PRJNA259179		749906
PRJNA350881		1861841
PRJNA360818		506599
PRJNA361146		1602388
PRJNA379626		
PRJNA388134		
PRJNA401975		
PRJNA414123		410661
PRJNA428605		506599
PRJNA429074		1588881
PRJNA481331		
PRJNA482729		
PRJNA492287		
PRJNA492714		
PRJNA493193		1602388
PRJNA532849		
PRJNA533475		
PRJNA533547		410661
PRJNA533915		
PRJNA547859		410661
PRJNA548843		410661
PRJNA548916	PRJNA9559	410661
PRJNA549369		
PRJNA650166		749906
PRJNA650228		
PRJNA665207		
PRJNA665590		749906
PRJNA666756		
PRJNA678884		410661
PRJNA679693		
PRJNA679881		1436733
PRJNA707601		
PRJNA717147		1602388
PRJNA718898		
PRJNA781074		
PRJNA782169		506600
PRJNA783533		
PRJNA784453		
PRJNA784782		408170
PRJNA785788		408170
PRJNA786083		1602388
PRJNA786879		
PRJNA796804		
PRJNA796956		
PRJNA799913		
PRJNA810918		
PRJNA811365		408170
PRJNA821542		
PRJNA824338		1861841
PRJNA824955		410661
PRJNA825312		
PRJNA952820		
PRJNA967828		
PRJNA232745		408170
PRJNA379979		
PRJNA418183		1588881
PRJNA483108		
PRJNA521878		408170
PRJNA549996		1510822
PRJNA707566		
PRJNA799164		
PRJEB14083		
PRJEB14155		
PRJEB14290		
PRJEB14489		
PRJEB14632		
PRJEB14875		
PRJEB15220		
PRJEB16322		
PRJEB25784		
PRJEB28088		
PRJEB28732		
PRJEB28826		
PRJEB39242		
PRJEB39328		
PRJEB39500		
PRJEB39623		
PRJEB39647		
PRJEB39842		
PRJEB39990		
PRJNA1005477		
PRJNA1005821		
PRJNA1009430		410661
PRJNA194064		749906
PRJNA20077		408170
PRJNA242483		
PRJNA244160		410661
PRJNA245315		410661
PRJNA257017		749906
PRJNA259188		408170
PRJNA34933		1535
PRJNA35015		28116
PRJNA360988	PRJNA9557	7955
PRJNA361328	PRJNA361327;PRJNA9558	9606
PRJNA361439		
PRJNA374564		749906
PRJNA378670		
PRJNA379501		1602388
PRJNA379766		408170
PRJNA389643		749906
PRJNA389657		749906
PRJNA400111		1775950
PRJNA401397		
PRJNA401527		1510822
PRJNA413756		408170
PRJNA413757		408170
PRJNA416919		
PRJNA416984		1602388
PRJNA417175		408170
PRJNA418216		1602388
PRJNA429318		1588881
PRJNA429968		408170
PRJNA46313	PRJNA46305;PRJNA74935	646099
PRJNA46879	PRJNA46305;PRJNA74935	646099
PRJNA482691		1861841
PRJNA482925		410661
PRJNA483354		408170
PRJNA492828		1436733
PRJNA497977		410661
PRJNA531395		1861841
PRJNA532760		1861841
PRJNA533657		1602388
PRJNA533660		1602388
PRJNA533670		1602388
PRJNA533671		1602388
PRJNA533672		1602388
PRJNA533673		1602388
PRJNA533674		1602388
PRJNA533676		1602388
PRJNA533677		1602388
PRJNA533678		1602388
PRJNA533679		1602388
PRJNA533680		1602388
PRJNA533681		1602388
PRJNA533682		1602388
PRJNA533683		1602388
PRJNA533684		1602388
PRJNA533685		1602388
PRJNA533686		1602388
PRJNA533687		1602388
PRJNA546509		408170
PRJNA547806		
PRJNA547869		506600
PRJNA548245		506600
PRJNA549797		1436733
PRJNA640152		1202446
PRJNA667752		496924
PRJNA668194		
PRJNA668745		408170
PRJNA678322	PRJNA10832	749906
PRJNA678606		
PRJNA678617		
PRJNA679140		2790308
PRJNA679944		410661
PRJNA705799		
PRJNA705868		
PRJNA705895		
PRJNA706519		
PRJNA706720		
PRJNA706867	PRJNA9559	410661
PRJNA707106		
PRJNA717320		
PRJNA718580		
PRJNA718826		1436733
PRJNA770830		410661
PRJNA781105		
PRJNA781350		408170
PRJNA781774		1602388
PRJNA781847		410661
PRJNA782064		1510822
PRJNA782216		506600
PRJNA782874		
PRJNA783925		
PRJNA784169		408170
PRJNA785979		749906
PRJNA786050		
PRJNA786198		
PRJNA786699		1861841
PRJNA795529		410661
PRJNA796931		410661
PRJNA798858		
PRJNA799142		
PRJNA811443		
PRJNA821341		
PRJNA821450		
PRJNA824019		
PRJNA824020		
PRJNA834477		1510822
PRJNA834577		749906
PRJNA834594		410661
PRJNA835154		749906
PRJNA835259		
PRJNA835627		410661
PRJNA835966		
PRJNA835985		749906
PRJNA835997		1904483
PRJNA836385		
PRJNA837775		
PRJNA838411		
PRJNA839083		1588881
PRJNA839408		
PRJNA943134		410661
PRJNA954318	PRJNA9558	9606
PRJNA955715	PRJNA36235	239935
PRJNA957577		
PRJNA967099		
PRJNA967647		
PRJNA302126	PRJNA10718	9823
PRJDB5860		408170
PRJEB14312		
PRJEB14413		
PRJEB15120		
PRJEB15658		
PRJEB17784		
PRJEB19754		
PRJEB23820		
PRJEB25404		
PRJEB27068		
PRJEB27868		
PRJEB28237		
PRJEB28847		
PRJEB32675		
PRJEB35495		
PRJEB35863		
PRJEB38000		
PRJEB42814		
PRJEB44237		
PRJEB47490		
PRJEB52762		
PRJEB59212		
PRJEB6560		
PRJEB8110		
PRJEB8875		
PRJNA214736		749906
PRJNA295605		539655
PRJNA317649		410661
PRJNA348350		410661
PRJNA349809		
PRJNA355402	PRJNA9558	9606
PRJNA361402		408170
PRJNA362944		408170
PRJNA379123		
PRJNA380276		256318
PRJNA382861		408170
PRJNA387618		408170
PRJNA388210		
PRJNA391047		1510822
PRJNA415093		1202446
PRJNA416445		
PRJNA427261		410661
PRJNA433269		408170
PRJNA436992		
PRJNA479941		1436733
PRJNA481413		408170
PRJNA486795		
PRJNA507690		410661
PRJNA523141		410661
PRJNA525885		408170
PRJNA526551		
PRJNA526861		
PRJNA530339		
PRJNA531699		410661
PRJNA556445		1861841
PRJNA556801		408170
PRJNA557078		410661
PRJNA561381		1861841
PRJNA565652		1510822
PRJNA566257		
PRJNA573487		
PRJNA577929		749906
PRJNA578025		
PRJNA578847		1861841
PRJNA601994		
PRJNA602524		
PRJNA631293		408170
PRJNA633576		
PRJNA635991		1202446
PRJNA636138		408170
PRJNA643297		
PRJNA644271		
PRJNA661048		
PRJNA665378		
PRJNA674951		410661
PRJNA686953	PRJNA9555	7460
PRJNA699767		
PRJNA718646		
PRJNA719717		
PRJNA721692		
PRJNA725070		1202446
PRJNA734105		
PRJNA740072		410661
PRJNA743668		
PRJNA751419		410661
PRJNA751433		1861841
PRJNA751859		1861841
PRJNA754695		
PRJNA766403		
PRJNA767204		
PRJNA786762		
PRJNA789722		410661
PRJNA792628		
PRJNA795056		
PRJNA808830		749906
PRJNA821628		
PRJNA831236		
PRJNA839182		410661
PRJNA874855		
PRJNA881774		1202446
PRJNA883714		
PRJNA903224	PRJNA9558	9606
PRJNA903652		410661
PRJDB12856		749906
PRJDB13039		410661
PRJDB4733		749906
PRJDB9975		408170
PRJEB12147		
PRJEB14459		
PRJEB18265		
PRJEB18652		
PRJEB19277		
PRJEB19477		
PRJEB19873		
PRJEB22679		
PRJEB22893		
PRJEB23120		
PRJEB23827		
PRJEB23858		
PRJEB25589		
PRJEB25846		
PRJEB26004		
PRJEB26276		
PRJEB27188		
PRJEB27877		
PRJEB28159		
PRJEB28368		
PRJEB29173		
PRJEB29697		
PRJEB30419		
PRJEB31033		
PRJEB32490		
PRJEB33013		
PRJEB33144		
PRJEB33293		
PRJEB33885		
PRJEB33908		
PRJEB34168		
PRJEB35294		
PRJEB35615		
PRJEB35993		
PRJEB36966		
PRJEB37800		
PRJEB37810		
PRJEB39067		
PRJEB39610		
PRJEB43446		
PRJEB44016		
PRJEB45298		
PRJEB45364		
PRJEB46382		
PRJEB47071		
PRJEB47631		
PRJEB47828		
PRJEB51713		
PRJEB52226		
PRJEB53016		
PRJEB56556		
PRJEB5771		
PRJEB8312		
PRJEB8416		
PRJEB9488		
PRJNA177201		749906
PRJNA208899		410661
PRJNA233597		408170
PRJNA244913		408170
PRJNA252973		1510822
PRJNA254809		410661
PRJNA258166		410661
PRJNA264871		749906
PRJNA267233		1510822
PRJNA271791	PRJNA531911	408170
PRJNA290926		408170
PRJNA292639	PRJNA16405	1485
PRJNA296946		408170
PRJNA297801		410661
PRJNA299688		410661
PRJNA314690		
PRJNA320132		1202446
PRJNA325943		410661
PRJNA338781		749906
PRJNA339264		408170
PRJNA349988		749906
PRJNA353655		
PRJNA355989		749906
PRJNA356135		
PRJNA361500		1861841
PRJNA373879		1861841
PRJNA373901		
PRJNA385545		
PRJNA398591		1904483
PRJNA400302		749906
PRJNA407583		749906
PRJNA421553		
PRJNA422134		408170
PRJNA428883		408170
PRJNA434249		
PRJNA434511		410661
PRJNA449784		408170
PRJNA453965		408170
PRJNA480643		749906
PRJNA481425		1861841
PRJNA487828	PRJNA12319	591946
PRJNA489137		408170
PRJNA496479		408170
PRJNA504908		410661
PRJNA515402		
PRJNA525542		
PRJNA528505		
PRJNA528762		1602388
PRJNA528812		410661
PRJNA528844		410661
PRJNA529353		1616037
PRJNA532822		410661
PRJNA535526		408170
PRJNA540317		749906
PRJNA540704		
PRJNA541332		
PRJNA542274		
PRJNA545455		1436733
PRJNA549030		1775950
PRJNA549032		1775950
PRJNA552585		1202446
PRJNA553870		
PRJNA554503		
PRJNA564612		
PRJNA579035		1775950
PRJNA595821		410661
PRJNA598288		
PRJNA601771		
PRJNA605559		
PRJNA606198		
PRJNA606262		408170
PRJNA606870		
PRJNA607849		
PRJNA608678		408170
PRJNA622517		408170
PRJNA626004		408170
PRJNA627195		410661
PRJNA635912		1861841
PRJNA636903		
PRJNA636968		
PRJNA637751		
PRJNA642308		
PRJNA644655		
PRJNA644943		
PRJNA645883		
PRJNA650259		
PRJNA655588		410661
PRJNA660089		410661
PRJNA660475		
PRJNA670739		
PRJNA672803		410661
PRJNA682853		408170
PRJNA685916		408170
PRJNA689961	PRJEB40770	
PRJNA692830		
PRJNA694729		
PRJNA703965		870726
PRJNA715730		
PRJNA726848		410661
PRJNA730351		1510822
PRJNA731131	PRJNA9559	10090
PRJNA731648		408170
PRJNA739252		
PRJNA741596		410661
PRJNA743666		
PRJNA743747		408170
PRJNA751420		410661
PRJNA751431		1861841
PRJNA754808		
PRJNA758100		
PRJNA758217		
PRJNA763023		
PRJNA765566		
PRJNA774185		1202446
PRJNA776411		408170
PRJNA779845		749906
PRJNA786881		
PRJNA791802		749906
PRJNA797954		408170
PRJNA798897		408170
PRJNA809155	PRJNA9559	10090
PRJNA817415		749906
PRJNA820700		
PRJNA832560		
PRJNA835606		
PRJNA839039		
PRJNA842449		410661
PRJNA843323		
PRJNA847605		
PRJNA852657		
PRJNA855620		
PRJNA856111		
PRJNA861733		496924
PRJNA864102		1510822
PRJNA866473	PRJNA10718	9825
PRJNA886620		
PRJNA891502		1904483
PRJNA893241		
PRJNA899980		1602388
PRJNA919495		
PRJNA940074		
PRJDB11197		1510822
PRJDB1664		408170
PRJDB4113		410661
PRJDB4266		410661
PRJDB8820		408170
PRJDB9936		408170
PRJEB10878		
PRJEB12149		
PRJEB13219		
PRJEB13646		
PRJEB13835		
PRJEB15633		
PRJEB15673		
PRJEB18912		
PRJEB19121		
PRJEB20876		
PRJEB21240		
PRJEB21676		
PRJEB21782		
PRJEB22001		
PRJEB22007		
PRJEB22039		
PRJEB22894		
PRJEB22972		
PRJEB23639		
PRJEB23642		
PRJEB25216		
PRJEB25264		
PRJEB25515		
PRJEB26512		
PRJEB26713		
PRJEB26987		
PRJEB27227		
PRJEB27463		
PRJEB28282		
PRJEB28349		
PRJEB28486		
PRJEB28609		
PRJEB30121		
PRJEB30676		
PRJEB3079		
PRJEB31742		
PRJEB32496		
PRJEB32631		
PRJEB32701		
PRJEB32774		
PRJEB33145		
PRJEB33905		
PRJEB33907		
PRJEB34462		
PRJEB34564		
PRJEB35283		
PRJEB35864		
PRJEB36456		
PRJEB36826		
PRJEB37358		
PRJEB37999		
PRJEB39813		
PRJEB40628		
PRJEB40751		
PRJEB40917		
PRJEB41032		
PRJEB41306		
PRJEB41424		
PRJEB41489		
PRJEB42154		
PRJEB44253		
PRJEB44740		
PRJEB45296		
PRJEB45381		
PRJEB45533		
PRJEB45819		
PRJEB49148		
PRJEB49838		
PRJEB50761		
PRJEB51510		
PRJEB52013		
PRJEB52196		
PRJEB52388		
PRJEB52971		
PRJEB53017		
PRJEB53132		
PRJEB53218		
PRJEB55711		
PRJEB55713		
PRJEB56630		
PRJEB56657		
PRJEB56919		
PRJEB5761		
PRJEB59609		
PRJEB7774		
PRJEB8679		
PRJEB9169		
PRJEB9853		
PRJNA173365		433724
PRJNA174838		77133
PRJNA196888		749906
PRJNA231475	PRJNA43263	749906
PRJNA232504		1202446
PRJNA248567		433724
PRJNA257816		749906
PRJNA263829		410661
PRJNA264177		408170
PRJNA265104		408170
PRJNA266576		1510822
PRJNA272371		408170
PRJNA277975		410661
PRJNA289572		410661
PRJNA290348		1602388
PRJNA297268		408170
PRJNA314988		749906
PRJNA316570		749906
PRJNA317290		408170
PRJNA317493		
PRJNA321058		408170
PRJNA321239		506599
PRJNA324672		408170
PRJNA327396		1202446
PRJNA331150		
PRJNA342347		
PRJNA343678		
PRJNA350676		408170
PRJNA353658		408170
PRJNA354838		646099
PRJNA355172		410661
PRJNA356981		
PRJNA376506		
PRJNA377056		408170
PRJNA381860		1588881
PRJNA383849		
PRJNA384806		408170
PRJNA386260		
PRJNA386442		408170
PRJNA388139		1602388
PRJNA391915		
PRJNA396656		410661
PRJNA397112		
PRJNA398697		1904483
PRJNA400638		1861841
PRJNA408085		
PRJNA412587		1602388
PRJNA415259		
PRJNA420682		1861841
PRJNA421384		
PRJNA423104		1218275
PRJNA428433		1510822
PRJNA432468		749906
PRJNA434731		408170
PRJNA448568		
PRJNA450025		1861841
PRJNA473901		
PRJNA475599		408170
PRJNA486712		408170
PRJNA487305		
PRJNA491657		
PRJNA493858		1602388
PRJNA494380		
PRJNA494875		749906
PRJNA495320		
PRJNA497967		749906
